saqa_id;name;type;field_study;subfield_study
65050;National Certificate: Music;National Certificate;Culture and Arts;Music
101673;Occupational Certificate: Bank Teller;Occupational Certificate;Business, Commerce and Management Studies;Finance, Economics and Accounting
67210;National Certificate: N2 Horticulture;National N Certificate;Agriculture and Nature Conservation;Horticulture
61549;National Certificate: Power Plant Auxiliary Systems Operations;National Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
81172;Bachelor of Social Science Honours: Management and Communication Studies;Honours Degree;Communication Studies and Language;Communication Studies
88102;Master of Arts: Neuropsychology;Master's Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
103122;Bachelor of Landscape Architecture Honours;Honours Degree;Physical Planning and Construction;Building Construction
22358;Master of Business Administration: Transformation Leaders;Master's Degree;Business, Commerce and Management Studies;Office Administration
9929;Master of Science in Building;Master's Degree;Physical Planning and Construction;Building Construction
79926;Postgraduate Diploma: Risk Management;Postgraduate Diploma;Business, Commerce and Management Studies;Generic Management
20908;National Diploma: Customer Management;National Diploma;Business, Commerce and Management Studies;Marketing
62191;Doctor of Technology: Operations Management;Doctoral Degree;Manufacturing, Engineering and Technology;Manufacturing and Assembly
20925;Master of Visual Arts;Master's Degree;Culture and Arts;Visual Arts
7617;Doctor of Philosophy: Mechanised Agriculture;Doctoral Degree;Agriculture and Nature Conservation;Primary Agriculture
104765;Master of Medical Science in Genetic Counselling;Master's Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
22993;Bachelor of Laws;National First Degree;Law, Military Science and Security;Justice in Society
72749;National Diploma: Sport Administration and Marketing;National Diploma;Culture and Arts;Sport
99630;Doctor of Philosophy in Food Science and Technology;Doctoral Degree;Services;Consumer Services
101751;Bachelor of Consumer Sciences in Fashion Retail Management;National First Degree(Min 480);Services;Wholesale and Retail
6485;Doctor of Philosophy: Engineering and Environmental Geology;Doctoral Degree;Physical, Mathematical, Computer and Life Sciences;Earth and Space Sciences
73918;Doctor of Philosophy: Transport Economics;Doctoral Degree;Services;Transport, Operations and Logistics
78704;Bachelor of Technology: Hospitality Management;B Tech;Services;Hospitality, Tourism, Travel, Gaming and Leisure
79127;Bachelor of Diagnostic Radiography;National First Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
81110;Bachelor of Science Honours in Genetics;Honours Degree;Health Sciences and Social Services;Preventive Health
7263;Bachelor of Commerce in Economics;National First Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
21640;Master of Dental Surgery in Oral Pathology;Master's Degree;Health Sciences and Social Services;Preventive Health
67071;National Certificate: N1 Mining;National N Certificate;Manufacturing, Engineering and Technology;Fabrication and Extraction
72935;Master of Science in Human Nutrition;Master's Degree;Health Sciences and Social Services;Curative Health
61834;Master of Technology: Child and Youth Care;Master's Degree;Human and Social Studies;People/Human-Centred Development
97884;Diploma in Public Administration;Diploma (Min 360);Human and Social Studies;Public Policy, Politics and Democratic Citizenship
16203;National Certificate: Journalism;National Certificate;Communication Studies and Language;Communication Studies
97839;Bachelor of Commerce in Economics and Law;National First Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
72965;Postgraduate Diploma: Geographical Science;Postgraduate Diploma;Human and Social Studies;General Social Science
96564;Master of Science in Public Nutrition;Master's Degree;Health Sciences and Social Services;Rehabilitative Health/Services
73775;Bachelor of Commerce in Industrial Psychology;National First Degree;Human and Social Studies;General Social Science
84506;Master of Philosophy: Mathematics;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Mathematical Sciences
96465;Bachelor of Social Work;National First Degree(Min 480);Health Sciences and Social Services;Promotive Health and Developmental Services
97517;Postgraduate Certificate in Education in Intermediate Phase Teaching;Advanced Diploma;Education, Training and Development;Schooling
71591;Further Education and Training Certificate: Graphic Web Design and Multimedia;Further Ed and Training Cert;Physical, Mathematical, Computer and Life Sciences;Information Technology and Computer Sciences
86147;Master of Philosophy in Monitoring and Evaluation;Master's Degree;Human and Social Studies;General Social Science
101859;Bachelor of Psychology Honours;Honours Degree;Human and Social Studies;General Social Science
22355;Bachelor of Chinese Medicine and Acupuncture;National First Degree(Min 480);Health Sciences and Social Services;Curative Health
62269;Certificate: Management Development;National Certificate;Business, Commerce and Management Studies;Generic Management
109861;Bachelor of Science Honours in Geography;Honours Degree;Human and Social Studies;General Social Science
100724;Diploma in Fashion;Diploma (Min 360);Culture and Arts;Design Studies
105283;Master of Arts in Development studies;Master's Degree;Human and Social Studies;Public Policy, Politics and Democratic Citizenship
87487;Postgraduate Diploma in Higher Education;Postgraduate Diploma;Education, Training and Development;Higher Education and Training
19663;Master of Medicine;Master's Degree;Health Sciences and Social Services;Curative Health
24273;National Certificate: Community House Building;National Certificate;Physical Planning and Construction;Building Construction
49397;National Certificate: Wholesale and Retail Operations Supervision;National Certificate;Services;Wholesale and Retail
74029;Master of Science: Counselling Psychology;Master's Degree;Human and Social Studies;General Social Science
101436;Postgraduate Certificate in Education in Foundation Phase Teaching;Advanced Diploma;Education, Training and Development;Schooling
91784;Occupational Certificate: Insurance Agent: Insurance Underwriter;Occupational Certificate;Business, Commerce and Management Studies;Finance, Economics and Accounting
61489;National Certificate: Transport Operations;National Certificate;Services;Transport, Operations and Logistics
7413;Bachelor of Administration Honours;Honours Degree;Business, Commerce and Management Studies;Office Administration
7307;Doctor of Commerce: Management;Doctoral Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
99111;Occupational Certificate: Supply Chain Practitioner;Occupational Certificate;Business, Commerce and Management Studies;Procurement
100863;Master of Arts in Industrial and Organisational Psychology;Master's Degree;Business, Commerce and Management Studies;Human Resources
73906;Doctor of Philosophy: Human Resources Management;Doctoral Degree;Business, Commerce and Management Studies;Human Resources
83290;Postgraduate Diploma: Economics;Postgraduate Diploma;Business, Commerce and Management Studies;Finance, Economics and Accounting
74650;Diploma in Information Technology in Network Management;Diploma (Min 360);Physical, Mathematical, Computer and Life Sciences;Information Technology and Computer Sciences
97687;Diploma in Shipping and Logistics;Diploma (Min 360);Services;Transport, Operations and Logistics
49928;Master of Architecture: Professional;Master's Degree;Manufacturing, Engineering and Technology;Engineering and Related Design
100746;Diploma in Horticulture;Diploma (Min 360);Agriculture and Nature Conservation;Horticulture
21135;Diploma: Psychology: General: Developmental and Industrial;Advanced Certificate;Human and Social Studies;General Social Science
100952;Master of Architecture in Architectural Technology;Master's Degree;Physical Planning and Construction;Physical Planning, Design and Management
5561;Bachelor of Business Administration;National First Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
5625;Bachelor of Science Honours in Pharmacology;Honours Degree;Health Sciences and Social Services;Preventive Health
18942;Master of Arts in Afrikaans;Master's Degree;Communication Studies and Language;Language
78677;National Higher Diploma: Graphic Design;National Higher Diploma;Culture and Arts;Design Studies
103179;Occupational Certificate: Ringframe Spinning and Yarn Packaging Machine Operator;Occupational Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
6727;Doctor of Philosophy: Architecture;Doctoral Degree;Physical Planning and Construction;Building Construction
22361;Diploma: Education: Physical Education;Advanced Certificate;Education, Training and Development;Schooling
81345;Master of Social Science: Applied Linguistics for Language Practitioners;Master's Degree;Communication Studies and Language;Language
88805;Advanced Diploma in Health Services Management and Leadership;Advanced Diploma;Health Sciences and Social Services;Curative Health
17502;Bachelor of Commerce in Hospitality Management;National First Degree;Services;Hospitality, Tourism, Travel, Gaming and Leisure
21769;Bachelor of Economics Honours in Development Studies;Honours Degree;Business, Commerce and Management Studies;Project Management
19280;Bachelor of Science Honours in Biochemistry;Honours Degree;Physical, Mathematical, Computer and Life Sciences;Mathematical Sciences
78733;Bachelor of Technology: Surveying;B Tech;Physical Planning and Construction;Civil Engineering Construction
100850;Master of Arts in English;Master's Degree;Communication Studies and Language;Communication Studies
87179;Master of Science in Mathematical Statistics;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Physical Sciences
84026;Advanced Certificate in Business Administration;Advanced Certificate;Business, Commerce and Management Studies;Generic Management
81025;Bachelor of Arts Honours: English Literature Studies;Honours Degree;Communication Studies and Language;Literature
49603;Bachelor of Visual Communications;National First Degree;Business, Commerce and Management Studies;Marketing
21661;Doctor of Philosophy: Public and Adjective Law;Doctoral Degree;Law, Military Science and Security;Justice in Society
17152;Certificate: Auxiliary Nursing;National Certificate;Health Sciences and Social Services;Preventive Health
62991;Bachelor of Arts Honours in Visual Communication;Honours Degree;Culture and Arts;Design Studies
99644;Bachelor of Education Honours in Technology Education;Honours Degree;Education, Training and Development;Schooling
82086;Diploma in Information Technology;National Diploma;Physical, Mathematical, Computer and Life Sciences;Information Technology and Computer Sciences
73710;Certificate: Accounting Technician;National Certificate;Business, Commerce and Management Studies;Finance, Economics and Accounting
23775;National Certificate: Funeral Services Practice;National Certificate;Services;Personal Care
21841;National Certificate: Winding Engine Driving;National Certificate;Manufacturing, Engineering and Technology;Fabrication and Extraction
97060;Doctor of Nursing;Doctoral Degree;Health Sciences and Social Services;Curative Health
101508;Bachelor of Education in Senior Phase and Further Education and Training Teaching;National First Degree;Education, Training and Development;Schooling
86286;Master of Science: Nanoscience;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Physical Sciences
60072;National Diploma: Inspection and Assessment (Non-Metallics);National Diploma;Manufacturing, Engineering and Technology;Manufacturing and Assembly
57918;National Certificate: Short Term Insurance;National Certificate;Business, Commerce and Management Studies;Finance, Economics and Accounting
96862;Diploma in Information Technology;Diploma (Min 360);Physical, Mathematical, Computer and Life Sciences;Information Technology and Computer Sciences
21080;Higher Certificate: Commerce: Human Resources Development;National Higher Certificate;Business, Commerce and Management Studies;Human Resources
62401;National Diploma: Management;National Diploma;Business, Commerce and Management Studies;Generic Management
16390;Bachelor of Commerce in Internal Auditing;National First Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
3939;Bachelor of Social Science Honours: Human Resources Management;Honours Degree;Business, Commerce and Management Studies;Human Resources
100735;Master of Public Relations and Communication Management;Master's Degree;Business, Commerce and Management Studies;Public Relations
58781;National Certificate: Production Technology;National Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
8289;Master of Communication Pathology;Master's Degree;Communication Studies and Language;Communication Studies
87183;Master of Technology: Architectural Technology;Master's Degree;Physical Planning and Construction;Physical Planning, Design and Management
23685;Master of Arts;Master's Degree;Human and Social Studies;General Social Science
16218;Bachelor of Science Honours;Honours Degree;Physical, Mathematical, Computer and Life Sciences;Life Sciences
97906;Bachelor of Education Honours in Language, Literacies and Literature;Honours Degree;Education, Training and Development;Higher Education and Training
62379;National Diploma: Cost and Management Accounting;National Diploma;Business, Commerce and Management Studies;Finance, Economics and Accounting
101515;Bachelor of Built Environment (Architecture);National First Degree;Physical Planning and Construction;Physical Planning, Design and Management
99575;Occupational Certificate: Draughtsperson (Piping Draught Person);Occupational Certificate;Physical Planning and Construction;Physical Planning, Design and Management
85227;Postgraduate Diploma in Intercultural Communication;Postgraduate Diploma;Communication Studies and Language;Language
21676;Doctor of Literature: History;Doctoral Degree;Human and Social Studies;Traditions, History and Legacies
101959;Bachelor of Management Sciences in Internal Auditing;National First Degree(Min 480);Business, Commerce and Management Studies;Finance, Economics and Accounting
8433;Bachelor of Social Sciences Honours;Honours Degree;Human and Social Studies;General Social Science
15486;Master of Veterinary Medicine in Anaesthesiology;Master's Degree;Health Sciences and Social Services;Curative Health
65069;Advanced Certificate: Diagnostic Radiography;Advanced Certificate;Health Sciences and Social Services;Curative Health
48733;National Diploma: Architectural Technology;Advanced Certificate;Physical Planning and Construction;Physical Planning, Design and Management
90507;Advanced Diploma: Financial Management;Advanced Diploma;Business, Commerce and Management Studies;Finance, Economics and Accounting
12081;Postgraduate Diploma: Financial Management;Postgraduate Diploma;Business, Commerce and Management Studies;Finance, Economics and Accounting
88063;Higher Certificate: Food and Beverage Management;Higher Certificate;Services;Hospitality, Tourism, Travel, Gaming and Leisure
90674;National N Diploma;National N Diploma;Education, Training and Development;Higher Education and Training
14547;Postgraduate Certificate: Advanced Taxation;Postgraduate Diploma;Business, Commerce and Management Studies;Finance, Economics and Accounting
78745;Master of Technology: Design;Master's Degree;Culture and Arts;Design Studies
49709;National Certificate: Criminology;National Certificate;Law, Military Science and Security;Safety in Society
101082;Bachelor of Arts Honours in Judaica;Honours Degree;Communication Studies and Language;Language
100934;Master of Engineering;Master's Degree;Manufacturing, Engineering and Technology;Engineering and Related Design
94599;Bachelor of Social Science in Human Settlement;National First Degree(Min 480);Human and Social Studies;Urban and Regional Studies
99281;Diploma in Local Government Finance;Diploma (Min 360);Business, Commerce and Management Studies;Public Administration
78729;Bachelor of Technology: Quantity Surveying;B Tech;Physical Planning and Construction;Civil Engineering Construction
16992;Master of Science: Agriculture: Plant Breeding;Master's Degree;Agriculture and Nature Conservation;Horticulture
62709;National Certificate: Service Station Operations;National Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
100899;Bachelor of Commerce in Management Sciences;National First Degree;Business, Commerce and Management Studies;Generic Management
72970;Postgraduate Diploma in Human Resource Management;Postgraduate Diploma;Business, Commerce and Management Studies;Human Resources
21721;Bachelor of Commerce Honours: Business Administration;Honours Degree;Business, Commerce and Management Studies;Office Administration
8683;Bachelor of Science in Construction Management;National First Degree;Physical Planning and Construction;Building Construction
100935;Master of Pharmacy in Pharmacy Practice;Master's Degree;Health Sciences and Social Services;Preventive Health
94577;Postgraduate Diploma in Management in Sport Management;Postgraduate Diploma;Culture and Arts;Sport
20475;Masters Degree: Education;Master's Degree;Education, Training and Development;Schooling
102027;Postgraduate Diploma in Tourism Management;Postgraduate Diploma;Services;Hospitality, Tourism, Travel, Gaming and Leisure
90679;Postgraduate Diploma in Higher Education in Teaching and Learning;Postgraduate Diploma;Education, Training and Development;Higher Education and Training
14388;Doctor of Philosophy: Meteorology;Doctoral Degree;Physical, Mathematical, Computer and Life Sciences;Earth and Space Sciences
49121;National Certificate: Interactive Media;National Certificate;Communication Studies and Language;Communication Studies
19662;Master of Family Medicine: Old Programme;Master's Degree;Health Sciences and Social Services;Curative Health
81833;Master of Audiology;Master's Degree;Health Sciences and Social Services;Curative Health
86386;Doctor of Philosophy in Public Health;Doctoral Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
15496;Postgraduate Diploma: Management: Distributed Commercial Information Systems;Postgraduate Diploma;Physical, Mathematical, Computer and Life Sciences;Information Technology and Computer Sciences
6567;Bachelor of Science Honours: Mathematical Sciences;Honours Degree;Physical, Mathematical, Computer and Life Sciences;Mathematical Sciences
23234;National Certificate: Business Studies: Accounting: FET Phase;National Certificate;Business, Commerce and Management Studies;Generic Management
73953;Master of Arts in German;Master's Degree;Communication Studies and Language;Language
97912;Bachelor of Arts in Visual Communication;National First Degree;Culture and Arts;Design Studies
62366;National Certificate: Water Care;National Certificate;Physical Planning and Construction;Civil Engineering Construction
101972;Postgraduate Certificate in Education in Foundation Phase;Advanced Diploma;Education, Training and Development;Schooling
9853;Master of Medicine in Surgery;Master's Degree;Health Sciences and Social Services;Curative Health
5199;Postgraduate Diploma in Actuarial Science;Postgraduate Diploma;Physical, Mathematical, Computer and Life Sciences;Mathematical Sciences
93995;Further Education and Training Certificate: Payroll Administration Services;Further Ed and Training Cert;Business, Commerce and Management Studies;Office Administration
99720;Advanced Diploma in Business and Information Administration;Advanced Diploma;Business, Commerce and Management Studies;Office Administration
100770;Diploma in Construction;Diploma (Min 360);Physical Planning and Construction;Building Construction
17434;Master of Laws in Human Rights;Master's Degree;Law, Military Science and Security;Justice in Society
20682;Doctor of Philosophy in Applied Statistics;Doctoral Degree;Physical, Mathematical, Computer and Life Sciences;Mathematical Sciences
49921;Bachelor of Science Honours: Embryology and Developmental Biology;Honours Degree;Health Sciences and Social Services;Curative Health
100993;Master of Science in Exercise and Sports Physiotherapy;Master's Degree;Health Sciences and Social Services;Curative Health
64390;National Certificate: Emergency Services Supervision: Fire and Rescue Operations;National Certificate;Services;Cleaning, Domestic, Hiring, Property and Rescue Services
103104;Postgraduate Diploma in Entrepreneurial Management;Postgraduate Diploma;Business, Commerce and Management Studies;Generic Management
98918;Diploma in Textile Technology;Diploma (Min 360);Culture and Arts;Design Studies
22992;National Certificate: Refractories Masonry;National Certificate;Physical Planning and Construction;Civil Engineering Construction
96671;Postgraduate Diploma in Educational Studies;Postgraduate Diploma;Education, Training and Development;Higher Education and Training
15220;Bachelor of Physiotherapy;National First Degree(Min 480);Health Sciences and Social Services;Curative Health
94025;Occupational Certificate: Transport Clerk;Occupational Certificate;Services;Transport, Operations and Logistics
101519;Bachelor of Arts Honours in Islamic Studies;Honours Degree;Human and Social Studies;Religious and Ethical Foundations of Society
13807;Master of Laws in Human Rights and Democratisation in Africa;Master's Degree;Law, Military Science and Security;Justice in Society
72829;Bachelor of Agricultural Management Honours;Honours Degree;Business, Commerce and Management Studies;Generic Management
6367;Bachelor of Institutional Agriculture Honours: Plant Production;Honours Degree;Agriculture and Nature Conservation;Primary Agriculture
15649;Higher Diploma: Education: Secondary Education: Commercial Subjects;National Higher Diploma;Education, Training and Development;Higher Education and Training
48648;National Certificate: Grain Milling;National Certificate;Agriculture and Nature Conservation;Secondary Agriculture
36122;Diploma: Hospitality Management;Advanced Certificate;Services;Hospitality, Tourism, Travel, Gaming and Leisure
73728;Bachelor of Arts Honours in French;Honours Degree;Communication Studies and Language;Language
97520;Master of Commerce in Quantitative Finance;Master's Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
9821;Master of Medical Science: Chemical Pathology;Master's Degree;Health Sciences and Social Services;Curative Health
94530;Bachelor of Education in Foundation Phase Teaching;National First Degree;Education, Training and Development;Early Childhood Development
90678;Postgraduate Diploma: Higher Education in Teaching and Learning;Postgraduate Diploma;Education, Training and Development;Higher Education and Training
94831;Diploma in Nautical Studies;Diploma (Min 360);Services;Transport, Operations and Logistics
7353;Master of Medicine in Family Medicine;Master's Degree;Health Sciences and Social Services;Curative Health
7065;Master of Dietetics: Research;Master's Degree;Health Sciences and Social Services;Curative Health
48636;National Diploma: Structural Steelwork Detailing;National Diploma;Physical Planning and Construction;Civil Engineering Construction
66909;National Certificate: N4 Haircare;National N Certificate;Services;Personal Care
6449;Bachelor of Science Honours in Geology;Honours Degree;Physical, Mathematical, Computer and Life Sciences;Earth and Space Sciences
4839;Master of Commerce: Labour Relations Management;Master's Degree;Business, Commerce and Management Studies;Office Administration
3783;Master of Education: Adult Education: Research;Master's Degree;Education, Training and Development;Higher Education and Training
101115;Master of Laws in Insurance Law;Master's Degree;Law, Military Science and Security;Justice in Society
81322;Master of Medicine in Obstetrics and Gynaecology;Master's Degree;Health Sciences and Social Services;Curative Health
14003;Master of Science in Engineering;Master's Degree;Manufacturing, Engineering and Technology;Engineering and Related Design
22856;Doctor of Philosophy in Biochemistry;Doctoral Degree;Physical, Mathematical, Computer and Life Sciences;Mathematical Sciences
22416;Doctor of Philosophy: Clinical Nursing;Doctoral Degree;Health Sciences and Social Services;Curative Health
87058;Bachelor of Human Movement Science;National First Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
6307;Doctor of Philosophy: Horticulture;Doctoral Degree;Agriculture and Nature Conservation;Primary Agriculture
9093;Bachelor of Social Work;National First Degree(Min 480);Health Sciences and Social Services;Preventive Health
67498;National Certificate: N3 Cosmetology;National N Certificate;Services;Personal Care
9071;Master of Arts in Clinical Psychology;Master's Degree;Human and Social Studies;General Social Science
78496;Postgraduate Diploma: Hospital Dietetics;Postgraduate Diploma;Health Sciences and Social Services;Preventive Health
48663;National Certificate: Mail Handling;National Certificate;Services;Consumer Services
16507;Bachelor of Occupational Therapy;National First Degree;Health Sciences and Social Services;Rehabilitative Health/Services
7092;Bachelor of Commerce in Law;National First Degree;Law, Military Science and Security;Justice in Society
94840;Higher Certificate in Christian Proclamation;Higher Certificate;Human and Social Studies;Religious and Ethical Foundations of Society
7491;Bachelor of Occupational Therapy;National First Degree(Min 480);Health Sciences and Social Services;Rehabilitative Health/Services
72982;Postgraduate Diploma: Nursing: Nursing Education;Postgraduate Diploma;Health Sciences and Social Services;Curative Health
73874;Doctor of Literature and Philosophy: General Communication Theory;Doctoral Degree;Communication Studies and Language;Communication Studies
16450;Master of Medicine in Obstetrics and Gynaecology;Master's Degree;Health Sciences and Social Services;Preventive Health
58860;National Certificate: Electro-Mechanical Winding;National Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
100767;Diploma in Public Administration;Diploma (Min 360);Business, Commerce and Management Studies;Public Administration
99748;Higher Certificate in Mechatronic Engineering;Higher Certificate;Manufacturing, Engineering and Technology;Engineering and Related Design
96716;Bachelor of Commerce in Tourism Management;National First Degree;Services;Hospitality, Tourism, Travel, Gaming and Leisure
99633;Bachelor of Consumer Studies;National First Degree;Services;Consumer Services
6209;University Diploma: Christian Service: Social Work;Advanced Diploma;Human and Social Studies;Religious and Ethical Foundations of Society
6305;Doctor of Philosophy in Genetics;Doctoral Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
98912;Occupational Certificate: Sugar Processing Machine Operator;Occupational Certificate;Agriculture and Nature Conservation;Secondary Agriculture
21712;Master of Arts: Psychology: Research;Master's Degree;Human and Social Studies;General Social Science
6195;Diploma: Social Development;Advanced Certificate;Human and Social Studies;People/Human-Centred Development
99598;Bachelor of Commerce Honours in Transport Economics;Honours Degree;Services;Transport, Operations and Logistics
108935;Bachelor of Speech-Language and Hearing;National First Degree(Min 480);Health Sciences and Social Services;Preventive Health
16693;Diploma: Group Fitness Trainer;Advanced Certificate;Culture and Arts;Sport
19540;Postgraduate Certificate: Public Health;Postgraduate Diploma;Health Sciences and Social Services;Promotive Health and Developmental Services
72689;Bachelor of Technology: Production Management;B Tech;Manufacturing, Engineering and Technology;Manufacturing and Assembly
66329;National Certificate: Lumber Milling;National Certificate;Agriculture and Nature Conservation;Forestry and Wood Technology
96495;Doctor of Philosophy in Political Science;Doctoral Degree;Human and Social Studies;General Social Science
100780;Master of Engineering in Civil Engineering;Master's Degree;Physical Planning and Construction;Civil Engineering Construction
93769;Master of Philosophy in Industrial Policy;Master's Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
96968;Bachelor of Arts Honours in Politics and International Relations;Honours Degree;Human and Social Studies;Public Policy, Politics and Democratic Citizenship
94023;Occupational Certificate: Glazier;Occupational Certificate;Physical Planning and Construction;Building Construction
102162;Occupational Certificate: Mine Environmental Control Supervisor;Occupational Certificate;Manufacturing, Engineering and Technology;Fabrication and Extraction
9721;Bachelor of Medical Science in Immunology;Honours Degree;Health Sciences and Social Services;Curative Health
93611;Master of Policing Practices;Master's Degree;Law, Military Science and Security;Safety in Society
19449;Doctor of Economics: Management;Doctoral Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
97838;Bachelor of Computer and Information Sciences in Network Engineering;National First Degree;Physical, Mathematical, Computer and Life Sciences;Information Technology and Computer Sciences
21582;Master of Arts: Mathematics;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Mathematical Sciences
21688;Doctor of Philosophy in Mathematics;Doctoral Degree;Physical, Mathematical, Computer and Life Sciences;Mathematical Sciences
21711;Master of Nursing Science: Research;Master's Degree;Health Sciences and Social Services;Curative Health
103108;Bachelor of Education in Senior Phase and Further Education and Training Teaching;National First Degree;Education, Training and Development;Schooling
104505;Advanced Diploma in People Performance Management;Advanced Diploma;Business, Commerce and Management Studies;Human Resources
21990;Diploma: Corporate Law;National Diploma;Law, Military Science and Security;Justice in Society
90842;Advanced Certificate in Banking Services;Advanced Certificate;Business, Commerce and Management Studies;Finance, Economics and Accounting
67589;National Certificate: Equine Practices;National Certificate;Culture and Arts;Sport
93815;Master of Laws in Dispute Resolution;Master's Degree;Law, Military Science and Security;Justice in Society
72986;Postgraduate Diploma: Political Science;Postgraduate Diploma;Human and Social Studies;Public Policy, Politics and Democratic Citizenship
100654;Diploma in Sport and Exercise;Diploma (Min 360);Culture and Arts;Sport
99553;Master of Addiction Care;Master's Degree;Health Sciences and Social Services;Curative Health
101384;Occupational Certificate: Weaving Machine Operator;Occupational Certificate;Manufacturing, Engineering and Technology;Manufacturing and Assembly
21738;Master of Commerce in Development Studies;Master's Degree;Business, Commerce and Management Studies;Project Management
61451;Further Education and Training Certificate: Criminology;Further Ed and Training Cert;Law, Military Science and Security;Safety in Society
81161;Bachelor of Social Science Honours in Gender Studies;Honours Degree;Human and Social Studies;General Social Science
101003;Advanced Certificate in Business Management;Advanced Certificate;Business, Commerce and Management Studies;Generic Management
97259;Bachelor of Public Management;National First Degree;Human and Social Studies;Public Policy, Politics and Democratic Citizenship
72999;Postgraduate Diploma: Taxation;Postgraduate Diploma;Business, Commerce and Management Studies;Finance, Economics and Accounting
97759;Higher Certificate in Auxiliary Nursing;Higher Certificate;Health Sciences and Social Services;Curative Health
81913;Master of Science: Polymer Chemistry;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Life Sciences
101704;Postgraduate Diploma in Internal Auditing;Postgraduate Diploma;Business, Commerce and Management Studies;Finance, Economics and Accounting
65380;Master of Technology: Cost and Management Accounting;Master's Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
96944;Master of Science in Information and Communications Technology;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Information Technology and Computer Sciences
109105;Master of Science in Oral Medicine and Periodontology;Master's Degree;Health Sciences and Social Services;Preventive Health
86606;Diploma: Event Management;Diploma (Min 360);Business, Commerce and Management Studies;Marketing
81909;Doctor of Philosophy: Educational Psychology;Doctoral Degree;Education, Training and Development;Higher Education and Training
101980;Postgraduate Certificate in Education in Further Education and Training Phase Teaching;Advanced Diploma;Education, Training and Development;Schooling
101770;Diploma in Hospitality and Professional Cookery;Diploma (Min 360);Services;Hospitality, Tourism, Travel, Gaming and Leisure
14380;Master of Science: Conservation Ecology and Planning;Master's Degree;Agriculture and Nature Conservation;Nature Conservation
22873;National Diploma: Marketing Communications;National Diploma;Business, Commerce and Management Studies;Marketing
63749;Diploma in Electronic Engineering;Diploma (Min 240);Manufacturing, Engineering and Technology;Engineering and Related Design
73981;Master of Commerce in Marketing Management;Master's Degree;Business, Commerce and Management Studies;Marketing
24496;Diploma: Theology;National Diploma;Human and Social Studies;Religious and Ethical Foundations of Society
63109;Further Education and Training Certificate: Nature Conservation: Natural Resource Guardianship Terrestrial;Further Ed and Training Cert;Agriculture and Nature Conservation;Nature Conservation
96529;Diploma in Music Education;Diploma (Min 360);Culture and Arts;Music
7183;Bachelor of Commerce Honours in Recreation and Sport Management;Honours Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
19868;Master of Science in Microbiology;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Environmental Sciences
78736;Bachelor of Technology: Tourism Management;B Tech;Services;Hospitality, Tourism, Travel, Gaming and Leisure
9937;Master of Science in Development Planning;Master's Degree;Physical Planning and Construction;Physical Planning, Design and Management
97097;Diploma in Graphic Design;Diploma (Min 360);Culture and Arts;Design Studies
74070;National Diploma: Banking;National Diploma;Business, Commerce and Management Studies;Finance, Economics and Accounting
6173;Master of Theology;Master's Degree;Human and Social Studies;Religious and Ethical Foundations of Society
99376;Postgraduate Diploma in Nursing;Postgraduate Diploma;Health Sciences and Social Services;Curative Health
99786;Master of Health Sciences in Health Professions Education;Master's Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
8127;Master of Pharmacy;Master's Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
19078;Master of Policy Studies;Master's Degree;Human and Social Studies;Public Policy, Politics and Democratic Citizenship
4515;Master of Business Science: Actuarial Science;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Mathematical Sciences
49451;Further Education and Training Certificate: Plastics Manufacturing;Further Ed and Training Cert;Manufacturing, Engineering and Technology;Manufacturing and Assembly
93591;Master of Philosophy in Endocrinology;Master's Degree;Health Sciences and Social Services;Curative Health
66979;National Certificate: N5 Popular Music: Performance;National N Certificate;Culture and Arts;Performing Arts
